id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
406,9.29304223973304e-06,4.640381121134851e-06,1.4516142982756719e-05,1.1417966561566573e-05,6.3440465964959e-06,4.065523171448149e-05,7.3428600444458425e-06,5.069829057902098e-06,1.9992674424429424e-05,1.352833987766644e-05,3.0013115974725224e-06,2.1241174181341194e-05,1.6680013459335896e-06,5.913713266636478e-06,4.731417448056163e-06,1.7334026779280975e-05,5.0797527364920825e-05,8.50269861984998e-06,2.5028171876328997e-05,1.753183278196957e-05,1.4755570191482548e-05,1.230473026225809e-05,0.9886136054992676,0.0006794541259296238,0.003253019182011485,0.0003330779727548361,1.132552461058367e-05,1.583891935297288e-05,4.446419552550651e-05,4.397174052428454e-05,1.1294008800177835e-05,1.8470303984940983e-05,1.2936140592501033e-05,3.446753908065148e-05,2.2663916752208024e-05,2.3589140255353414e-05,2.5225624995073304e-05,0.00011382247612345964,0.002301447791978717,0.0001724141329759732,0.0017322443891316652,6.011385266901925e-06,7.971952982188668e-06,0.0008735835435800254,0.0004543625400401652,5.406190666690236e-06,8.692413757671602e-06,1.3255838894110639e-05,7.89796013123123e-06,1.7187318235301063e-06,1.4289019418356474e-05,1.0657381608325522e-05,8.041476576181594e-06,4.031306161778048e-06,2.6933312256005593e-06,1.4850040315650403e-05,8.079935469140764e-06,0.0001160384199465625,5.7391625887248665e-06,1.1170107427460607e-05,2.452358603477478e-05,9.878109267447144e-06,6.167172159621259e-06,9.999802387028467e-06,5.85970155952964e-06,2.773060941763106e-06,1.967971184058115e-05,4.209564212942496e-05,4.436907602212159e-06,2.046200643235352e-05,8.678365702508017e-06,7.333077064686222e-06,4.193610948277637e-06,6.866121111670509e-06,3.880270742229186e-05,4.23372284785728e-06,5.124143626744626e-06,2.1352492694859393e-05,3.191860014339909e-05,1.4924223251000512e-05,9.225367648468819e-06,1.7855110854725353e-05,1.264779712073505e-05,5.621660875476664e-06,6.405399744835449e-06,4.759947842103429e-06,1.0518984709051438e-05,5.410492121882271e-06,1.3693082109966781e-05,8.842419447319116e-06,2.6560344394965796e-06,7.488263690902386e-06,2.1336818463169038e-05,8.997978147817776e-05,1.1639634976745583e-05,8.911384793464094e-05,8.363566848856863e-06,1.1277917110419367e-05,2.0539033357636072e-05
407,2.2029450974514475e-07,3.41155373462243e-06,1.2937763358422671e-06,2.2887340946908807e-06,6.058766643946001e-07,2.336057605134556e-06,1.2440647878975142e-05,7.080721502461529e-07,4.670308953791391e-06,1.0856412700377405e-05,1.753632204781752e-06,3.4960485209012404e-06,1.5083658126968658e-06,1.0909608363363077e-06,4.006603830930544e-06,9.017396223498508e-06,1.2333460972513421e-06,1.6614880223642103e-05,2.7789189971372252e-06,8.129386515065562e-06,4.845934654440498e-06,2.8119254693592666e-06,5.503514785232255e-06,7.2179905146185774e-06,2.1395246676547686e-06,3.0419364520639647e-06,1.5606798342560069e-06,1.689120267656108e-06,2.510807689759531e-06,6.52028938930016e-06,4.151600933255395e-06,2.1390451365732588e-06,2.6116188109881477e-06,1.1763526345021091e-05,2.225758544227574e-05,1.1534627901710337e-06,7.250713224493666e-06,1.2883095905635855e-06,6.349242198666616e-07,1.584132041898556e-05,1.975938403120381e-06,6.008166337778675e-07,4.844586669605633e-07,4.316321451369731e-07,4.382623956189491e-06,1.521663125458872e-05,5.099228019389557e-06,1.4543641100317473e-06,1.4317056411528029e-06,6.805503289797343e-07,2.3877559215179645e-05,0.0007688422338105738,9.023232996696606e-05,9.152724373961973e-07,3.4610607144713867e-06,7.654227374587208e-06,1.1029305824195035e-06,1.2705710332738818e-06,1.5692683518864214e-05,2.7241487714491086e-06,8.554711712349672e-06,4.284580427338369e-06,9.888076601782814e-05,5.794745447929017e-07,2.0744806533912197e-05,1.009228867587808e-06,2.6556767807051074e-06,9.21909190765291e-07,4.854598046222236e-06,2.8735698833770584e-06,1.0211886092292843e-06,6.816584345870069e-07,8.046174002629414e-07,1.1839507351396605e-05,3.6245997762307525e-05,1.1436225122452015e-06,1.4741932545803138e-06,2.3453951598639833e-06,3.191045834682882e-06,0.9980668425559998,4.409190296428278e-06,3.740881993508083e-06,2.9151667604310205e-06,0.0005385919939726591,6.151452907943167e-06,1.9063801346419496e-06,4.010265911347233e-06,1.102644546335796e-06,3.838388238364132e-06,7.61926571613003e-07,9.029645866576175e-07,6.6477168729761615e-06,1.9266312847321387e-06,1.95960433302389e-06,7.550740974693326e-07,2.462075144649134e-06,1.6530931361558032e-06,1.7300509398410213e-06,6.264287435442384e-07
414,4.2966286855516955e-05,9.440101712243631e-05,0.00011149730562465265,6.014518658048473e-05,2.249420276712044e-06,3.782865314860828e-05,1.1885379535669927e-05,2.8849746740888804e-05,1.1965104022237938e-05,1.4940327673684806e-05,3.062225005123764e-05,4.669876489060698e-06,9.896199480863288e-05,1.4468528206634801e-05,4.0899212763179094e-05,6.688342546112835e-05,2.2065196390030906e-05,9.40932659432292e-05,5.943977157585323e-05,3.912165993824601e-05,5.57001621928066e-05,0.00023781759955454618,9.857720579020679e-05,8.186058403225616e-05,5.7528210163582116e-05,4.148832886130549e-05,0.00024077630951069295,8.958102989709005e-05,2.159353971364908e-05,1.2787855666829273e-05,1.7425949408789165e-05,0.00019754144886974245,9.273321484215558e-05,0.0003286419378127903,7.277152326423675e-05,1.1137332876387518e-05,3.572215427993797e-05,3.3312273444607854e-05,1.7125592421507463e-05,7.752991223242134e-05,1.2945358321303502e-05,3.597401155275293e-05,1.792948751244694e-05,1.5247251212713309e-05,2.730639789660927e-05,0.00020363161456771195,9.388047328684479e-05,1.922892806760501e-05,3.406883479328826e-05,3.3917145628947765e-05,0.0013135401532053947,0.00012961759057361633,0.0002642065810505301,7.593665213789791e-05,0.0009216845501214266,0.0005220919265411794,0.003047478385269642,0.0003659969079308212,0.000265984155703336,3.589964035199955e-05,0.00017643699538893998,5.996334584779106e-05,7.812815601937473e-05,1.2633980986720417e-05,9.045220213010907e-05,0.001577983726747334,0.00024185518850572407,0.00013203737034928054,0.06960824877023697,0.8096632361412048,0.00020082762057427317,0.00014140733401291072,7.468389958376065e-05,1.467495985707501e-05,2.5484618163318373e-05,0.00020613512606360018,2.8631819077418186e-05,7.828007801435888e-05,3.692392783705145e-05,6.964764907024801e-05,3.8333597331075e-05,0.0001537023053970188,5.101564966025762e-05,0.0002435273927403614,4.727643681690097e-05,0.00014983555593062192,0.10485070943832397,0.0010346416383981705,3.4905569918919355e-05,3.205889879609458e-05,0.00012063507892889902,0.00010404145723441616,0.0001081373993656598,1.9868535673595034e-05,1.5128654922591522e-05,5.4060328693594784e-05,0.00015267003618646413,5.371985025703907e-05,7.19985764590092e-05
421,2.680255965969991e-05,2.9963412089273334e-05,1.738388164085336e-05,3.3199703466380015e-05,6.04636852585827e-06,1.2116500329284463e-05,2.041827428911347e-05,3.68945584341418e-05,2.315799611096736e-05,1.0835938155651093e-05,3.667183773359284e-05,1.9859513486153446e-05,7.735493272775784e-05,1.256792984349886e-05,2.3757847884553485e-05,0.00015519004955422133,1.724508183542639e-05,4.3150321289431304e-05,0.00011282513150945306,3.0211698685889132e-05,2.388420034549199e-05,4.976072159479372e-05,9.289557056035846e-06,1.3569643670052756e-05,3.311306136311032e-05,1.5120703210413922e-05,2.3616412363480777e-05,5.920468538533896e-05,2.6464722395758145e-05,0.00012557776062749326,8.58187831909163e-06,0.00018238519260194153,7.853840361349285e-05,5.182084350963123e-05,0.00010487542749615386,1.2569021237140987e-05,8.111985516734421e-05,2.5207313228747807e-05,2.5166287741740234e-05,6.414949166355655e-05,4.853839709539898e-05,2.9219110729172826e-05,6.536436558235437e-06,6.913967354194028e-06,7.203642780950759e-06,0.0002585441689006984,0.0003172002616338432,1.9017572412849404e-05,3.78841687052045e-05,2.786052573355846e-05,0.000288108509266749,5.771073483629152e-05,8.506170706823468e-05,1.4973128600104246e-05,0.0009618074400350451,0.00028617028146982193,0.000187802710570395,6.925445632077754e-05,2.6571164198685437e-05,1.9472312487778254e-05,0.00019644144049379975,5.448961383081041e-05,3.48356225003954e-05,1.0801230018842034e-05,0.0001561693352414295,0.003191849682480097,5.840861194883473e-05,0.0001042997173499316,0.014118698425590992,0.0018737291684374213,0.0009525350760668516,8.406680535699707e-06,0.00021932669915258884,3.2288859074469656e-05,1.9317240003147162e-05,7.763532630633563e-05,8.366009569726884e-05,0.000752099382225424,0.00012871854414697737,3.7602650991175324e-05,2.1329264200176112e-05,0.00012779104872606695,2.3028893338050693e-05,4.594015626935288e-05,2.0636822227970697e-05,2.739818228292279e-05,0.00018817075761035085,0.9705259203910828,0.00019379764853511006,4.9706704885466024e-05,4.075801552971825e-05,5.5997395975282416e-05,5.8809760957956314e-05,8.31544730317546e-06,4.566836287267506e-05,2.6873918614001013e-05,0.0009992716368287802,0.000813756778370589,9.988567035179585e-05
422,8.118629193631932e-05,7.928424565761816e-06,1.8000913769355975e-05,3.4990491258213297e-05,4.4857501961814705e-06,1.953162791323848e-05,1.3453805877361447e-05,5.1128889026585966e-05,1.245003477379214e-05,1.7576898244442418e-05,2.5213379558408633e-05,1.8008830011240207e-05,0.00013874688011128455,1.305166915699374e-05,1.671562495175749e-05,6.426670734072104e-05,1.5869096387177706e-05,0.0001131249955506064,2.511695129214786e-05,2.374702671659179e-05,2.7428046450950205e-05,0.00015960470773279667,6.062457032385282e-06,1.55672496475745e-05,1.822026024456136e-05,4.564610208035447e-06,3.734385973075405e-05,1.1126631761726458e-05,3.293451982244733e-06,1.5326997527154163e-05,7.369082140940009e-06,0.00010224398283753544,6.466626655310392e-05,4.006529343314469e-05,2.412897265458014e-05,4.396621989144478e-06,1.458329916204093e-05,8.324645932589192e-06,6.697945536870975e-06,3.3506337786093354e-05,9.298441000282764e-06,4.355600322014652e-05,4.996847565053031e-06,6.082505933591165e-06,4.061560503032524e-06,0.0002342547377338633,0.00016902449715416878,1.4937819287297316e-05,2.831841447914485e-05,8.327305295097176e-06,0.00024390392354689538,2.289045187353622e-05,0.00010259159898851067,4.105161133338697e-05,0.00037397744017653167,0.00033512667869217694,8.694623102201149e-05,5.726639210479334e-05,9.600867633707821e-05,3.205278335371986e-05,0.0001393319107592106,2.745741221588105e-05,4.997541327611543e-05,3.394397208467126e-05,0.00026802552747540176,0.9854516386985779,2.3587854229845107e-05,2.9803770303260535e-05,0.002408085623756051,0.0017913029296323657,0.00015177566092461348,2.6689036531024612e-05,4.1993072954937816e-05,2.4265837055281736e-05,8.83836310094921e-06,0.00015449915372300893,9.051493543665856e-05,2.8134209060226567e-05,0.00012208223051857203,1.0892272257478908e-05,2.8108410333516076e-05,5.223093103268184e-05,3.8518734072567895e-05,3.1161547667579725e-05,6.504730663436931e-06,8.525696466676891e-05,0.0011715446598827839,0.004064887296408415,1.6878891983651556e-05,2.5130224457825534e-05,3.223180101485923e-05,2.1014233425376005e-05,6.878222484374419e-05,2.5170038497890346e-05,2.4405504518654197e-05,1.7036811186699197e-05,7.531647133873776e-05,7.802807522239164e-05,2.122679325111676e-05
424,6.467120329034515e-06,3.5995151392853586e-06,2.0621939711418236e-06,1.4876193290547235e-06,1.0779212971101515e-06,1.87259615813673e-07,2.176557700295234e-06,5.608217634289758e-06,2.4304004000441637e-06,1.223837443831144e-06,1.2240995602041949e-05,0.00012424844317138195,1.487019176238391e-06,3.862356606987305e-06,1.4633900491389795e-06,6.424667390092509e-06,5.6881282944232225e-05,5.972012331767473e-06,1.2879595487902407e-05,4.259250090399291e-06,5.44483627891168e-05,0.0001130806194851175,3.6770961742149666e-06,3.461402002358227e-06,1.5296751371352002e-05,1.4288426427810919e-05,1.7108958445533062e-06,2.4475848476868123e-06,5.670528025802923e-06,0.001041072653606534,6.510661023639841e-06,1.1847329005831853e-05,3.7213507312117144e-05,1.0784317964862566e-05,2.648065901666996e-06,8.940791076383903e-07,1.3610027053800877e-05,0.00018379617540631443,1.162452099379152e-05,0.00017373448645230383,4.382849874673411e-05,5.841383199367556e-07,1.1622397551036556e-06,3.466912630756269e-06,1.894535216706572e-06,2.7670730560203083e-06,2.189394308516057e-06,2.6724464987637475e-06,2.1456332888192264e-06,1.3786211638944224e-05,6.603231668123044e-06,4.74253238280653e-06,6.321679393295199e-06,4.987521720067889e-07,6.58750150250853e-06,1.6318204870913178e-05,7.040706577754463e-07,4.109893779968843e-06,4.57718033430865e-06,3.5081275200354867e-06,0.00012018248526146635,3.0656483431812376e-05,9.654939276515506e-06,1.0548649242991814e-06,1.8292559616384096e-05,7.487809853046201e-06,3.1608501558366697e-06,0.00014911647303961217,1.0446171472722199e-05,7.695276508457027e-06,1.050768969435012e-05,5.299450549500762e-07,1.9576338672777638e-05,4.5459023567673285e-06,1.4807643538006232e-06,4.415255716594402e-06,2.722760882534203e-06,0.00029786527738906443,3.8717871575499885e-06,5.760544809163548e-06,3.0363294172275346e-06,5.849201897945022e-06,8.991196409624536e-07,1.9658702967717545e-06,1.5628871551598422e-05,9.669245173427043e-07,1.2582061117427656e-06,6.221389048732817e-05,1.6561813026783057e-05,3.0184712159098126e-05,9.78807202045573e-06,2.476677309459774e-06,3.998552074335748e-06,1.2291096027183812e-05,5.331440206646221e-06,9.858878001978155e-06,1.2398630133247934e-05,0.9970027804374695,1.3302366141942912e-06
429,7.419857865897939e-07,1.3409537586994702e-06,5.735937975259731e-06,2.0521044916677056e-06,2.400972789473599e-06,2.26075781029067e-06,1.6203600807784824e-06,1.5019159036455676e-06,2.934194753834163e-07,5.099528607388493e-06,1.071850874723168e-06,7.644293305020256e-07,3.56191890205082e-06,8.114647584989143e-07,4.330010597186629e-06,1.1842467984024552e-06,4.173049035216536e-07,3.0752432849112665e-06,4.413755618770665e-07,3.236181782995118e-06,2.3115994736144785e-06,5.012764631828759e-06,6.835832664364716e-07,7.570413345092675e-06,9.294901246903464e-06,1.329525275650667e-06,7.199684478109702e-05,1.4272235603129957e-05,2.155414222215768e-06,1.26805775835237e-06,1.5528894437011331e-06,4.070004251843784e-06,6.490159285021946e-05,3.7444877420966804e-07,1.668766117290943e-06,8.719821948943718e-07,1.0911723620665725e-05,2.386087999184383e-06,1.9870738015015377e-06,2.208079877163982e-06,5.219832473812858e-06,1.399620714437333e-06,3.6303288197814254e-06,3.1029589990794193e-06,7.212187938421266e-06,8.88516387931304e-06,6.497766662505455e-06,7.395344141514215e-07,2.9256882498884806e-06,5.96485563164606e-07,9.20465936360415e-06,4.247771357768215e-06,2.5888143682095688e-06,3.276918505434878e-06,1.9960947611252777e-05,6.905434474901995e-06,1.0286948054272216e-05,7.5097659646417014e-06,1.859169856288645e-06,1.1395585715945344e-05,8.946703360379615e-07,7.4681424848677125e-06,2.6646239348337986e-06,1.775160308170598e-05,9.719546142150648e-06,1.547513238620013e-05,1.3090359971101861e-05,2.5140443540294655e-06,6.190386557136662e-06,7.49466289562406e-06,5.358161160984309e-06,2.069664333248511e-05,1.4306665434560273e-06,9.154035069514066e-06,1.25960752939136e-06,0.9993942975997925,3.857272531604394e-05,6.529798497467709e-07,1.63476875059132e-06,1.4282891243055928e-06,6.672162271570414e-06,2.2734056983608752e-06,6.050782303645974e-06,1.465286800339527e-06,1.788760357612773e-07,1.8516806449042633e-05,3.1229267278831685e-06,9.218293598678429e-06,6.094817877055902e-07,3.767246994357265e-07,1.4737936453457223e-06,1.0607559488562401e-05,2.018058012254187e-06,3.030529796888004e-06,2.2055786530472687e-07,2.2526226075569866e-06,2.5973113224608824e-06,3.3488045119156595e-06,1.9983031052106526e-06
432,1.1640719321803772e-06,5.551718459173571e-06,4.828295004699612e-06,4.969623205397511e-06,1.443049200133828e-06,4.7673083827248774e-06,9.130847502092365e-06,4.136300049140118e-06,2.34100480156485e-06,1.6324622720276238e-06,8.870584861142561e-05,1.2762018741341308e-05,2.083324261548114e-06,2.6432107915752567e-06,9.026362931763288e-06,4.220399659971008e-06,3.555881266947836e-05,4.083683961653151e-06,8.512638487445656e-06,8.629294825368561e-06,2.645330641826149e-05,0.9989602565765381,9.273274372390006e-06,2.054468131973408e-05,6.396116532414453e-06,3.158874096698128e-05,1.0279049092787318e-05,9.89386626315536e-06,1.2404328117554542e-05,1.9682702259160578e-05,1.7389664208167233e-05,3.6744625049323076e-06,6.54505129205063e-05,9.629567102820147e-06,7.451278634107439e-06,5.184605925023789e-06,1.0339523214497603e-05,1.600700488779694e-05,1.4592882280339836e-06,1.5465137039427646e-05,1.7622389350435697e-05,1.699753624961886e-06,1.127637460740516e-06,1.5262888837241917e-06,3.850164830510039e-06,3.5554724036046537e-06,8.316216622006323e-07,4.132349658902967e-06,1.980840579562937e-06,3.3949243061215384e-06,4.091418304597028e-06,5.4260308388620615e-06,2.2739111955161206e-05,1.6306478300975868e-06,3.125001512671588e-06,2.6125198928639293e-05,2.7900248369405745e-06,1.7104223388741957e-06,5.302556019159965e-06,2.3869550204835832e-05,9.338807103631552e-06,3.395614157852833e-06,6.846610631328076e-06,5.0082080633728765e-06,1.6471960407216102e-05,1.0637937521096319e-05,3.7917459394520847e-06,5.098392648505978e-06,6.1484861362259835e-06,7.257916422531707e-06,4.302934030420147e-06,1.4673900295747444e-05,4.278941560187377e-06,7.339830062846886e-06,2.209721969848033e-06,8.799467650533188e-06,5.862301350134658e-06,3.546410198396188e-06,3.614901970649953e-06,4.4550297388923354e-06,1.0847451449080836e-05,8.455608622170985e-07,9.873817361949477e-06,2.407318106634193e-06,7.053618901409209e-06,1.1312518836348318e-05,1.0277215551468544e-05,5.269908342597773e-06,5.453086373563565e-07,3.924084921891335e-06,4.606402580975555e-05,8.851963684719522e-06,1.9310988136567175e-05,8.056246770138387e-06,3.270095703555853e-06,9.361830962006934e-06,5.427107680588961e-06,8.915211219573393e-05,3.550796236595488e-06
434,7.964409860505839e-07,2.627798039611662e-06,2.745475512710982e-06,1.007695004773268e-06,2.314074890819029e-06,1.4119711977400584e-06,3.8230664358707145e-06,1.2017818562526372e-06,1.6921143242143444e-06,5.7198089962184895e-06,2.5083045329665765e-06,2.232925544376485e-05,1.608247657713946e-06,6.888387360959314e-06,8.022872748369991e-07,0.00014122325228527188,1.003881698125042e-05,9.802181921259034e-06,2.5443698177696206e-05,1.2237633200129494e-06,4.946653643855825e-05,1.6134516044985503e-05,1.97413482965203e-05,5.755531674367376e-05,2.90954667434562e-05,9.925796803145204e-06,2.596163085399894e-06,3.0527851322403876e-06,0.00022225885186344385,0.9970070719718933,5.354527820600197e-05,8.608554708189331e-06,1.5164145224844106e-05,4.6711284085176885e-06,1.0935363206954207e-05,5.590758519247174e-06,1.5758821973577142e-05,0.0004897633334621787,2.175949703087099e-05,0.00026245322078466415,4.975552292307839e-05,8.325785074703163e-07,8.72179134603357e-06,1.0473318980075419e-05,1.2267073543625884e-05,7.0223263719526585e-06,5.078912181488704e-06,2.993733460243675e-06,6.162442218737851e-07,1.053919731930364e-05,4.913560587738175e-06,4.763153810927179e-06,9.587586646375712e-06,8.106574682642531e-07,5.4780762184236664e-06,2.0310379113652743e-05,5.779565526609076e-06,0.00010194080823566765,9.646587386669125e-06,2.3332611363002798e-06,0.0001913520391099155,5.5054724725778215e-06,2.5580677174730226e-05,2.7252012841927353e-06,8.362480912182946e-06,3.203354708603001e-06,7.4878844316117465e-06,0.00010426893277326599,5.466928541864036e-06,2.6080672341777245e-06,6.08588925388176e-06,2.6512434487813152e-06,8.051670738495886e-05,1.4891741102474043e-06,2.3693810362601653e-06,1.8655429130376433e-06,4.439653821464162e-06,1.7109055988839827e-05,7.4719914664456155e-06,1.5002837244537659e-05,5.928123755438719e-06,8.64088815433206e-06,3.2473831197421532e-06,2.5025267404998885e-06,2.133720408892259e-05,1.726803589008341e-06,1.6569206309213769e-06,3.20748622471001e-05,0.00018825697770807892,1.3276688150654081e-05,1.838447315094527e-05,3.403699338377919e-06,3.2760910926299402e-06,3.783264219237026e-06,1.0593435035843868e-06,3.4008310194622027e-06,1.292608976655174e-05,0.0003543669590726495,1.0717295708673191e-06
439,8.47004287152231e-07,3.1185124953481136e-06,2.9275943234097213e-06,4.030082436656812e-06,6.60855846490449e-07,2.5031727091118228e-06,6.704225597786717e-06,3.327830199850723e-06,1.6594818816884072e-06,9.11128324787569e-07,0.000411267566960305,8.348795745405369e-06,1.969646064026165e-06,1.6329875052178977e-06,1.503974726801971e-05,2.268774778713123e-06,2.5054765501408838e-05,3.996291525254492e-06,5.206517926126253e-06,5.4843885664013214e-06,1.5110928870853968e-05,0.998940646648407,6.853819286334328e-06,2.0077959561604075e-05,7.7407648859662e-06,2.936916280305013e-05,7.045903203106718e-06,8.851417987898458e-06,5.218945716478629e-06,7.103467851266032e-06,8.853696272126399e-06,1.9188628357369453e-06,3.312851185910404e-05,5.8404571063874755e-06,5.079152288089972e-06,2.7345440685166977e-06,8.171263289113995e-06,1.0327099516871385e-05,9.9426335964381e-07,9.684791621111799e-06,8.164524842868559e-06,1.1296992852294352e-06,6.247740884646191e-07,1.2074738151568454e-06,2.0599768504325766e-06,2.493944066372933e-06,1.0481593335498474e-06,2.0794325337192276e-06,1.7694160305836704e-06,2.1617113361571683e-06,2.619662609504303e-06,5.574666829488706e-06,2.0594730813172646e-05,1.1104626764790737e-06,2.6925802103505703e-06,1.1485158211144153e-05,1.6837511793710291e-06,9.713479585116147e-07,2.600057086965535e-06,1.011750919133192e-05,5.3950579967931844e-06,3.1381641747429967e-06,4.137489213462686e-06,2.908353962993715e-06,9.982096344174352e-06,7.237825684569543e-06,2.8144302177679492e-06,3.0573173717129976e-06,8.683874511916656e-06,5.803711701446446e-06,2.875740165109164e-06,7.369579179794528e-06,2.5178615032928064e-06,9.517518265056424e-06,1.2312256103541586e-06,6.386171207850566e-06,2.2549652385350782e-06,4.229346359352348e-06,3.169286856063991e-06,3.1380177460960113e-06,6.707467946398538e-06,7.026701496215537e-07,5.388799763750285e-06,2.182317530241562e-06,4.081626229890389e-06,5.617730494122952e-06,6.070473318686709e-06,3.908038252120605e-06,3.578750806809694e-07,1.8389612250757637e-06,1.974008046090603e-05,9.669278369983658e-06,2.356197001063265e-05,5.720325134461746e-06,2.298484560014913e-06,7.214615379780298e-06,4.260668447386706e-06,6.830006168456748e-05,2.8866404591099126e-06
441,0.0016940414207056165,5.665197750204243e-05,5.7824676332529634e-05,5.4667063523083925e-05,6.985831714700907e-05,7.773417746648192e-05,7.933866436360404e-05,0.0004949296126142144,0.0012076267739757895,0.0001885458768811077,0.00020633928943425417,0.613388180732727,7.409719546558335e-05,0.1071060299873352,0.0006280039669945836,0.00010424634092487395,0.22837533056735992,9.349876927444711e-05,0.00023787359532434493,0.0014766682870686054,0.0020428095012903214,0.00029655362595804036,0.00011802995868492872,0.00017313034913968295,0.0002865416172426194,9.709213190944865e-05,6.992737326072529e-05,4.5051474444335327e-05,0.0001849036489147693,0.00028189507429488003,5.451218385132961e-05,9.494309051660821e-05,7.855737203499302e-05,0.0005033062188886106,1.816455005609896e-05,0.00010072980512632057,7.50895487726666e-05,0.00010892131831496954,0.00013855117140337825,0.00036251373239792883,0.0002350000577280298,0.00029685694607906044,3.8966831198194996e-05,0.00033388094743713737,0.0001591338514117524,9.514403791399673e-05,0.00020534380746539682,0.003148618619889021,0.0007860538316890597,0.0003124500217381865,0.00012434650852810591,2.7315722036291845e-05,8.909190364647657e-05,0.0002174093824578449,8.85734407347627e-05,0.0003660404763650149,4.766013807966374e-05,2.0192392184981145e-05,0.00014106708113104105,8.10824494692497e-05,0.0010121644008904696,0.0001430975244147703,8.76364138093777e-05,5.431266254163347e-05,0.0004175532085355371,0.0001395099243381992,2.1230982383713126e-05,0.00016465083172079176,3.0315868571051396e-05,2.5110028218477964e-05,0.0002534882805775851,2.9214632377261296e-05,0.0001493502059020102,5.96593163209036e-05,0.0016282863216474652,4.165785503573716e-05,0.00011694760905811563,0.0006791054620407522,0.00028232086333446205,7.209277828224003e-05,9.965638309950009e-05,9.558585588820279e-05,6.908791692694649e-05,7.018057658569887e-05,0.0017970588523894548,8.136928954627365e-05,3.774508513743058e-05,7.90019184933044e-05,5.187059650779702e-05,0.01738455519080162,0.00011643103789538145,0.0001280366413993761,8.883518603397533e-05,0.0016057755565270782,0.0004475366440601647,0.0039717997424304485,2.33966602536384e-05,0.0007542375242337584,7.313649985007942e-05
